slang,formal
prformance,pertunjukan
prg,pergi
prgi,pergi
prginy,perginya
prginya,perginya
prh,parah
prhatian,perhatian
prhatin,perhatikan
prhtungan,perhitungan
price,harga
prinadi,pribadi
prjuangan,perjuangan
prlu,perlu
prmintaan,permintaan
prmpuan,perempuan
prmslhkan,permasalahkan
prmukaan,permukaan
prmukan,permukaan
prnah,pernah
prngkt,perangkat
prnh,pernah
prodac,produk
prodak,produk
prodaknya,produknya
produck,produk
product,produk
promil,program hamil
promise,berjanji
promoo,promo
protestin,protestan
prsatukn,persatukan
prtamax,pertamanya
prtm,pertama
prtma,pertama
prtunjukan,pertunjukan
prumahan,perumahan
prusahaan,perusahaan
prusahan,perusahaan
prushaan,perusahaan
prushan,perusahaan
prustasi,frustasi
prwakilan,perwakilan
prwatn,perawatan
prwtn,perawatan
ps,pas
ps.mingu,pasar minggu
ps.rebo,pasar rebo
psang,pasang
psangan,pasangan
psangin,pasangkan
psat,pusat
psawat,pesawat
pscabyar,pascabayar
psgn,pasangan
psi,pssi
psngan,pasangan
pst,pasti
psti,pasti
pstikan,pastikan
pstikn,pastikan
pstkn,pastikan
psukan,pasukan
pswt,pesawat
ptgs,petugas
pth,putih
ptih,putih
ptngn,potongan
ptong,potong
ptongn,potongan
pu,punya
puanas,panas
public,publik
pucing,pusing
pukulin,pukuli
pulaa,pula
pulak,pula
pulg,pulang
pulkam,pulang kampung
pulng,pulang
punn,pun
punten,maaf
punx,punya
puny,punya
punyaaa,punya
pupuler,popular
pura2,pura-pura
pusingggg,pusing
puteri,putri
puth,putih
putihh,putih
putihnyaa,putihnya
putrie,putri
putry,putri
px,punya
py,bagaimana
pye,bagaimana
pyudara,payudara
q,saya
qaqaaaa,kakak
qlw,kalau
qm,kamu
qmu,kamu
qo,kok
qt,kita
qta,kita
qu,saya
quality,kualitas
quiz,kuis
raiso,tidak bisa
rajin2,rajin-rajin
rame,ramai
rame2,ramai-ramai
rana,ranah
rapih,rapi
rasaiin,rasai
rasain,merasai
rasakn,rasakan
rasax,rasanya
rata2,rata-rata
rb,ribu
realitinya,realitanya
receptionist,resepsionis
recomendasinya,rekomendasinya
recommendasi,rekomendasi
redho,ridho
regi,harga
rekomendain,rekomendasikan
rekomendasiiin,merekomendasikan
rekomendasiin,merekomendasikan
rekomndd,rekomendasi
relaaaa,rela
relation,relasi
relationship,hubungan
relax,santai
reliability,tahan uji
remang2,remang-remang
remember,ingat
remembers,mengingatkan
remembr,ingat
rempong,repot
repair,perbaiki
repeat,ulangi
replacement,penggantian
replay,pengulangan
repong,repot
report,laporan
reports,laporan
repot2,repot-repot
resources,sumberdaya
respect,rasa hormat
revelusion,revolusi
reverse,kebalikan
review,tinjau
reward,hadiah
rezeqinya,rezekinya
rezki,rezeki
rgunan,ragunan
ributin,meributkan
rinduuuuuuu,rindu
rinduuuuuuuuu,rindu
rinduuuuuuuuuu,rindu
rmah,rumah
rmai,ramai
rmbt,rambut
rmbut,rambut
rmbutnya,rambutnya
rmbuut,rambut
rmh,rumah
rncana,rencana
rncn,rencana
rncna,rencana
romantisny,romatisnya
romantiss,romantis
romantiz,romantis
romntis,romantis
row,baris
rpt2,repot-repot
rsa,rasa
rsak,rusak
rsany,rasanya
rsanya,rasanya
rumh,rumah
rumpiin,rumpi
rupa2nya,rupa-rupanya
rusakkk,rusak
s,si
s*inetr*n,sinetron
s3ndiri,sendiri
saat2,saat-saat
saayyyyy,say
sabaarrr,sabar
sabal,sabar
sabaraha,berapa
sabarahaeun,berapa
sabaro,sabar
sabarrr,sabar
sabarrrrr,sabar
sadis2,sadis-sadis
saeutik,sedikit
safetybelt,sabuk pengaman
sahabatt,sahabat
saia,saya
saiki,sekarang
sajah,saja
sakalian,sekalian
salaam,salam
salahin,salahkan
salammmm,salam
salehah,salihah
salfok,salah fokus
salluutt,salut
saltummmm,salah kostum
sam,sama
sam2,sama-sama
"sama""",sama-sama
sama2,sama-sama
samaa,sama
samaaaa,sama
samara,sakinah mawadah rahman
samoga,semoga
sampai2,sampai-sampai
sampe,sampai
sampein,sampaikan
sampek,sampai
samperin,datangi
sampis,sampah habis
sampw,sampai
samrinda,samarinda
sangaaattt,sangat
sangad,sangat
sangat2,sangat-sangat
sangattt,sangat
sanget,sangat
sanggat,sangat
sangt,sangat
sangune,uang sakuku
sangup,sanggup
santab,santap
sante2,santai-santai
sapa,siapa
sapa2,sapa-sapa
sapah,siapa
sape,siapa
saranin,menyarankan
sarano,sarannya
saranya,sarannya
sarap,saraf
sare,tidur
sarebuan,seribuan
sareng,bareng
sasama,sesama
sat,saat
satuany,satuannya
satuju,setuju
satupunn,satupun
satuu,satu
satuuuuu,satu
saudra,saudara
say,sayang
saya2,saya-saya
sayaa,saya
sayaang,sayang
sayangg'',sayang-sayang
sayanggg,sayang
sayangggq,sayangku
sayangkuh,sayangku
sayangkuuuuu,sayangku
sayangx,sayangnya
sayy,sayang
sayyy,say
sbagai,sebagai
sbaiknya,sebaiknya
sbaliknya,sebaliknya
sbar,sabar
sbb,sebagai berikut
sbbrnya,sebenarnya
sbbyak,sebanyak
sbel,sebel
sbelah,sebelah
sbelom,sebelum
sbelum,sebelum
sbelumnya,sebelumnya
sbenarnya,sebenarnya
sbenernya,sebenarnya
sberapo,seberapa
sbg,sebagai
sbgai,sebagai
sbgi,sebagai
sbginya,sebagainya
sbhabat,sahabat
sbk,sibuk
sblah,sebelah
sblh,sebelah
sblm,sebelum
sblmny,sebelumnya
sblmnya,sebelumnya
sblom,sebelum
sblum,sebelum
sbnarnya,sebenarnya
sbner,sebenarnya
sbnernya,sebenarnya
sbnrny,sebenarnya
sbnrnya,sebenarnya
sbnrnye,sebenarnya
sbntar,sebentar
sbnyak,sebanyak
sbnyk,sebanyak
sbongkah,sebingkah
sbr,sabar
sbraha,berapa
sbrnya,sebenarnya
sbrp,seberapa
sbtr,sebentar
sbtu,sabtu
sbuah,sebuah
sbuk,sibuk
sbut,sebut
sbutin,sebutkan
sby,surabaya
scandal,skandal
scepatnya,secepatnya
sceptnya,secepatnya
sch,sekolah
schol,sekolah
scholarship,beasiswa
scpatny,secepatnya
scptny,secepatnya
scptnya,secepatnya
scr,secara
scra,secara
sdah,sudah
sdap,sedap
sdekah,sedekah
sdg,sedang
sdgkn,sedangkan
sdh,sudah
sdih,sedih
sdikit,sedikit
sdkh,sedekah
sdkit,sedikit
sdkit2,sedikit-sedikit
sdkt,sedikit
sdng,sedang
sdngkan,sedangkan
sdotan,sedotan
sdra2,saudara-saudara
sdri,sendiri
seandainy,seandainya
"sebaik""",sebaik-baik
sebelum2nya,sebelum-sebelumnya
sebelumbya,sebelumnya
sebenernya,sebenarnya
sebenrnya,sebenarnya
seberapo,seberapa
seblm,sebelum
seblum,sebelum
seblumnya,sebelumnya
sebnarnye,sebenarnya
sebntr,sebentar
sebnyak,sebanyak
sebrang,seberang
sebrangnya,seberangnya
"seburuk""",seburuk-buruk
seburuk2,seburuk-buruk
secepetnya,secepatnya
secret,rahasia
security,keamanan
sedangkn,sedangkan
sedaya,semua
sedihh,sedih
sedihhh,sedih
sedikitlaahh,sedikitlah
see,sih
seeeemua,semua
seeh,sih
seehh,sih
"segala""ny",segala-galanya
segala2nya,segala-galanya
seger,segar
segerr,segar
segerrrr,segar
segitunya,sebegitunya
segtu,sebegitu
seh,sih
seharusny,seharusnya
sehat2,sehat-sehat
sehh,sih
seindonesiyah,seindonesia
sekaeang,sekarang
sekali2,sekali-kali
sekalii,sekali
sekaliiii,sekali
sekaliiiii,sekali
sekangen2,sekangen-kangen
sekarng,sekarang
sekate,sekata
sekate-kate,sekata-kata
seken,bekas
seklian,sekalian
sekola,sekolah
sekolahin,sekolahkan
sekrang,sekarang
sekrng,sekarang
seksii,seksi
selaloe,selalu
selaluu,selalu
selese,selesai
seling,selling
seller,penjual
sellow,selow
selmat,selamat
selmnya,selamanya
selmt,selamat
selow,santai
seluru,seluruh
semangaatt,semangat
semangaatttt,semangat
semangatt,semangat
semangattt,semangat
semarfren,smartfren
sembuhin,menyembuhkan
"sembunyi""""",sembunyi-sembunyi
semlm,semalam
semngat,semangat
semogaa,semoga
sempeet,sempat
sempet,sempat
sempurnaa,sempurna
sempurnaaaaa,sempurna
semuaaa,semua
semuannyaaa,semuanya
semuanyaa,semuanya
semuanyaaaa,semuanya
senang2,senang-senang
senangat,semangat
send,terkirim
sendeng,senang
sendirii,sendiri
sendirinnya,sendirinya
sendirinyya,sendirinya
sendirir,sendiri
sendri,sendiri
seneeeeeng,senang
senen,senin
seneng,senang
senengg,senang
senenggg,senang
senengin,senangi
senyumin,senyumi
senyumna,senyumnya
seorg,seorang
sepda,sepeda
sepert,seperti
sept,september
serasiii,serasi
serem,seram
"serem""",seram-seram
serem2,seram-seram
sering2,sering-sering
seru2,seru-seru
seru2an,seru-seruan
seruu,seru
seruuu,seru
service,servis
sesatt,sesat
sesekk,sesak
setabil,stabil
setelur2nya,setelur-telurnya
seterong,setrong
setju,setuju
setujuuu,setuju
setujuuuu,setuju
sewain,menyewa
sexi,seksi
sexi2,seksi-seksi
sexxi,seksi
sey,sih
sgala,segala
sgampang,segampang
sgar,segar
sgera,segera
sgini,segini
sgitu,segitu
sgla,segala
sgni,segini
sgt,sangat
sgtu,sebegitu
sgtu'y,sebegitunya
shaaaay,say
shaay,say
shabat,sahabat
sharusnya,seharusnya
shat,sehat
shay,say
shayy,say
shayyy,say
shbat,sahabat
shbt,sahabat
shg,sehingga
sholihah,salihah
sht,sehat
si,sih
sia2kan,sia-siakan
siapa2,siapa-siapa
siapaa,siapa
siapayahh,siapa ya
siapin,siapkan
siappa,siapa
sibukx,sibuknya
sich,sih
sichh,sih
sichhhhhhhhhh,sih
sie,sih
signal,sinyal
signalnya,sinyalnya
sihat,sehat
sihh,sih
sihhh,sih
sihhhh,sih
sii,sih
siih,sih
siihh,sih
siihhh,sih
siiih,sih
siiihh,sih
siiihhh,sih
siiiiiiippppppppp,sip
siip,sip
siipp,sip
siippp,sip
siji,satu
"sikap""",sikap-sikap
silahakan,silahkan
silahkan,silakan
silahkn,silakan
silauuu,silau
silhkan,silahkan
silsturahmi,silaturahmi
simpen,simpan
simpenan,simpanan
simple,simpel
sinet,sinetron
sintron,sinetron
sipiit,sipit
sipp,sip
siriik,sirik
sirikk,sirik
sisain,menyisakan
sista2,sista-sista
sitayngin,ditayangkan
sitik,sedikit
sj,saja
sja,saja
sjk,sejak
sjti,sejati
sk,suka
ska,suka
skali,sekali
skali2,sekali-kali
skalian,sekalian
skaligus,sekaligus
skalii,sekali
skalinya,sekalinya
skarang,sekarang
skedar,sekadar
skg,sekarang
skg ,sekarang
skit,sakit
skitar,sekitar
skitaran,sekitaran
sklh,sekolah
skli,sekali
sklinyaa,sekalinya
skluarga,sekeluarga
skola,sekolah
skolah,sekolah
skr,sekarang
skrang,sekarang
skrg,sekarang
skrng,sekarang
skrngnya,sekarangnya
skrnh,sekarang
skt,sakit
sktika,seketika
sktlrang,sekarang
slah,salah
slahkan,salahkan
slahkn,silahkan
slain,selain
slalu,selalu
s'lalu,selalu
slaluuuuu,selalu
slam,salam
slama,selama
slamat,selamat
slamet,selamat
slamt,selamat
slangkah,selangkah
slanjut,selanjut
slanjutnya,selanjutnya
slesai,selesai
slgkuh,selingkuh
slh,salah
slhkan,silahkan
slhkn,silahkan
sling,saling
sll,selalu
sllu,selalu
slm,salam
slmat,selamat
slmnya,salamnya
slmt,selamat
slmttt,selamat
slow,santai
slrh,seluruh
slruh,seluruh
slsai,selesai
slse,selesai
slu,selalu
slw,selow
sm,sama
sm2,sama-sama
sma,sama
sma2,sama-sama
smakin,semakin
smangat,semangat
smbg,sombong
smbhyg,sembahyang
smbil,sambil
smbl,sambil
smbong,sombong
smbuh,sembuh
smbung,sambung
smcam,semacam
smcm,semacam
smentara,sementara
smg,semoga
smga,semoga
smgaa,semoga
smgat,semangat
smgt,semangat
smingu,seminggu
smkin,semakin
smlem,semalam
smlm,semalam
smnagatin,menyemangati
smngat,semangat
smnjak,semenjak
smog,semoga
smoga,semoga
smogaaa,semoga
smp,sampai
smpah,sumpah
smpai,sampai
smpaikn,sampaikan
smpati,simpati
smpe,sampai
smph,sumpah
smpi,sampai
smpingan,sampingan
smpt,sempat
smpurna,sempurna
smrg,semarang
smster,semester
smtr,semester
smua,semua
smuaaa,semua
smulla,semula
smvk,sempak
smw,semua
smwa,semua
sna,sana
sndiri,sendiri
sndirian,sendirian
sndr,sendiri
sndri,sendiri
snen,senin
sneng,senang
sng,senang
sngaja,sengaja
sngat,sangat
sngj,sengaja
sngt,sangat
snguh,sungguh
snilai,senilai
so,jadi
soalx,soalnya
soal'y,soalnya
sodara,saudara
sodaraan,bersaudara
sodaramu,saudaramu
sodaran,bersaudara
sodarany,saudaranya
soga,moga
sok2,sok-sok
sok2an,sok-sokan
sokk,sok
solat,salat
sory,maaf
sotoy,sok tau
sp,sapa
sperti,seperti
spertinya,sepertinya
spnjag,sepanjang
sprt,seperti
sprti,seperti
sprtinya,sepertinya
spt,seperti
spti,seperti
sptny,sepertinya
sptnya,sepertinya
spu2,sepupu
spupu,sepupu
sputar,seputar
spy,supaya
spya,supaya
srapan,sarapan
sratus,seratus
srg,sering
sribu,seribu
sring,sering
srius,serius
srng,sering
srpti,seperti
srruu,seru
srta,serta
sruh,suruh
srvcnya,servisnya
srvice,servis
ssorg,seseorang
sstu,sesuatu
staf2nya,staf-stafnya
stagahhhh,astaga
standard,standar
statement,kalimat
statusx,statusnya
stdy,studi
steess,stres
stelah,setelah
stengah,setengah
stgah,setengah
stgh,setengah
stia,setia
stiap,setiap
sticker,stiker
stidaknya,setidaknya
still,masih
stimpal,setimpal
stingi,setinggi
stju,setuju
stlah,setelah
stlh,setelah
stngah,setengah
stngh,setengah
stock,persediaan
stp,setiap
stress,stres
sttus,status
stu,satu
stuju,setuju
stupid,bodoh
suamiii,suami
suamiiiii,suami
suaminga,suaminya
suaminy,suaminya
suami'y,suaminya
suaranyaa,suaranya
suaranyaaaaaa,suaranya
suaraynyaa,suaranya
suarranya,suaranya
subahanallah,subhanallah
subhanaallahh,subhanallah
subhanallahhh,subhanallah
subhanalloh,subhanallah
subhannallah,subhanallah
subhnallah,subhanallah
subjec,subjek
subject,subjek
suces,sukses
sucses,sukses
sud,sudah
suda,sudah
sudab,sudah
sudh,sudah
suerrr,suer
suipit,sipit
suk,suka
suka.a,sukanya
suka2,suka-suka
sukaa,suka
sukaaa,suka
sukaaaa,suka
sukaaaaaa,suka
sukaaak,suka
sukak,suka
sukakkk,suka
sukam,suka
sukkaa,suka
suko,suka
sukse,sukses
suksea,sukses
suksess,sukses
sukur2,sukur-sukur
sulsel,sulawesi selatan
sumai,suami
sumpahh,sumpah
sumpeh,sumpah
sumph,sumpah
sumvahh,sumpah
sunah2,sunah-sunah
sunggu,sungguh
sungguh2,sungguh-sungguh
sunguh,sungguh
sunguh2,sungguh-sungguh
sunguhan,sungguhan
sunguh-sunguh,sungguh-sungguh
supeer,super
surgaa,surga
suru,suruh
sweger,segar
swmntara,sementara
swt,subhanahu wata'ala
sy,saya
sya,saya
syang,sayang
syantiek,cantik
syantiiiiikkkkkkkkkkkk,cantik
syantik,cantik
syediih,sedih
syediiihhh,sedih
syekaliii,sekali
syg,sayang
sygkuu,sayangku
"syirik""",syirik-syirik
syng,sayang
syngnya,sayangnya
synk,sayang
syp,siapa
sypa,siapa
syratnya,syaratnya
syudah,sudah
syukaaakkk,suka
syukr,terimakasih
syukron,terimakasih
t4,tempat
taek,tahi
taekk,tahi
tah,teh
tahannn,tahan
"tahun""",tahun-tahun
tahun2,tahun-tahun
tahzan,bersedih
tai,tahi
taiiii,tahi
taik,tahi
tajir,kaya
tak,tidak
takada,tidak ada
takan,tidak akan
takboleh,tidak boleh
takda,tidak ada
takdapat,tidak dapat
takde,tidak ada
takdo,tidak ada
takeabath,mandi
takjugak,tidak juga
takkan,tidak akan
takleh,tidak boleh
taklukan,taklukkan
takmau,tidak mau
takmintak,saya minta
taknak,tidak enak
taknampak,tidak nampak
takok,tanya
takon,tanya
takpa,tidak apa-apa
takpe,tidak apa-apa
taksuka,tidak suka
taktau,tidak tau
takuttt,takut
takuuuuut,takut
tambahh,tambah
tambahim,tambahkan
tambahin,tambahkan
tambh,tambah
tampialannya,tampilannya
tamvann,tampan
tanda2nya,tanda-tandanya
tanggalny,tanggalnya
tanggane,tetangganya
tanggung2,tanggung-tanggung
tangi,bangun
tangkep,tangkap
tangkiny,tangkinya
tanguh,tangguh
tangung,tanggung
tanks,terimakasih
"tante""",tante-tante
tante2,tante-tante
tantee,tante
tanteny,tantenya
tanya2,tanya-tanya
tanyain,tanyakan
tanyang,tayang
tanye,tanya
taon,tahun
tap8,tapi
tapii,tapi
tapo,tapi
tappi,tapi
tar,nanti
tasih,masih
tau2,tau-tau
taudah,tau dah
taudeh,tau dah
taugak,tau tidak
taun,tahun
taunan,tahunan
taunih,tau nih
tauny,taunya
tauu,tau
tauuu,tau
tauuuu,tau
tauuuuu,tau
taux,taunya
taw,tau
tay,tahi
tayik,tahi
taz,atas
tbuh,tubuh
td,tadi
tdaftar,terdaftar
tdak,tidak
tdi,tadi
tdiny,tadinya
tdinya,tadinya
tdk,tidak
tdnya,tadinya
tdr,tidur
tdung,tudung
tdur,tidur
tebakar,terbakar
tebel,tebal
tebengkalai,terbengkalai
tebir,ribet
"tebir""",ribet-ribet
tegaar,tegar
tegoran,teguran
teguran2,teguran-teguran
tehh,teh
tehhh,teh
tehhhh,teh
tejual,terjual
tekape,Tempat Kejadian Perkara
tekok,tanya
tekon,tanya
telaatt,telat
telefisi,televisi
telfon,telepon
telimakacih,terimakasih
telp,telepon
telpon,telepon
telu,tiga
"teman""ny",teman-temannya
teman2,teman-teman
tembemmm,tembem
tembokk,tembok
temen,teman
"temen""",teman-teman
temen2,teman-teman
temenan,berteman
temenkuuh,temanku
temenn,teman
temennya,temannya
temen-temen,teman-teman
temn,teman
tempat2,tempat-tempat
tempt,tempat
tengah2,tengah-tengah
tengaj,tengah
tenggah,tengah
tenks,terimakasih
tenkyu,terimakasih
tenny,tenang
tentanh,tentang
tentuin,tentukan
terangkhn,terangkan
terbaeeeek,terbaik
terbaeq,terbaik
terbaiiikkkkk,terbaik
terbaikkk,terbaik
terbnyak,terbanyak
terburu2,terburu-buru
tereak,teriak
terhaaru,terharu
terharuuu,terharu
terharuuuu,terharu
terimaksih,terima kasih
teringt,teringat
terjrumus,terjerumus
terkenall,terkenal
termiribkan,termiripkan
termuraaahhhh,termurah
termurahhh,termurah
termurahhhh,termurah
ternodain,ternodai
ternyataa,ternyata
terong2an,terong-terongan
terossss,terus
terpangang,terpanggang
terrrrbaik,terbaik
teru,terus
"terus""an",terus-terusan
terus2an,terus-terusan
teruss,terus
terusss,terus
teruuss,terus
teruz,terus
teruzzz,terus
testi,testimoni
testinya,testimoninya
tetaplaah,tetaplah
tetapppp,tetap
tetehh,teteh
tetep,tetap
teteup,tetap
tetp,tetap
teu,tidak
teyuss,terus
tga,tega
tgah,tengah
tgantung,tergantung
tggal,tanggal
tggalan,tanggalan
tggi,tinggi
tggl,tanggal
tggu,tunggu
tgihan,tagihan
tgjawab,tanggungjawab
tgk,tengok
tgkat,tingkat
tgl,tanggal
tgn,tangan
tgs,tugas
th,tahu
th2,tahun-tahun
than,tahan
thanks,terimakasih
thanx,terimakasih
thdp,terhadap
therchakitty,tersakiti
they,mereka
thn,tahun
thnan,tahunan
thu,itu
thun,tahun
thx,terimakasih
tiba2,tiba-tiba
tidakkkk,tidak
tidor,tidur
tiga2nya,tiga-tiganya
tiker,tikar
tikung2,tikung-tikung
time,waktu
timnas,tim nasional
tingal,tinggal
tingalen,tinggalkan saja
tingalin,tinggalkan
tinggalin,tinggalkan
tinggalkn,tinggalkan
tinggall,tinggal
tinggl,tinggal
tingi,tinggi
tipe2,tipe-tipe
tips2,tips-tips
tipu2nya,tipu-tipunya
tium,cium
tjawab,terjawab
tjd,terjadi
tk,tak
tkejut,terkejut
tkg,tukang
tki,tenaga kerja Idonesia
tkp,Tempat Kejadian Perkara
tkpaham,tidak paham
tkpe,Tempat Kejadian Perkara
tks,terimakasih
tku,beli
tkut,takut
tkutnya,takutnya
tlah,telah
tlanjur,terlanjur
Tlf,telepon
tlg,tolong
tlh,telah
tlng,tolong
tlog,tolong
tlong,tolong
tlor,telor
tlp,telepon
tlpn,telepon
tlpnan,teleponan
tlsn,tulisan
tlvn,telepon
tman,teman
tmbah,tambah
tmben,tumben
tmbh,tambah
tmbhan,tambahan
tmbhn,tambahan
tmbm,tembam
tmen,teman
tmenan,berteman
tmenya,temannya
tmn,teman
tmn2,teman-teman
tmn2nya,teman-temannya
tmnin,temani
tmnny,temannya
tmnnya,temannya
tmpat,tempat
tmpat2,tempat-tempat
tmpatny,tempatnya
tmpt,tempat
tmsk,termasuk
tmt,tamat
tmu,temu
tmukn,temukan
tnang,tenang
tndk,tindak
tndng,tanding
tng,tenang
tngah,tengah
tngal,tinggal
tngerang,tangerang
tnggal,tinggal
tnggi,tinggi
tnggl,tinggal
tnggu,tunggu
tnggung,tanggung
tngh,tengah
tngi,tinggi
tngkap,tangkap
tngkrongan,tongkrongan
tngl,tinggal
tngn,tangan
tngrng,tangerang
tngu,tunggu
tnp,tanpa
tnpa,tanpa
tntg,tentang
tntram,tentram
tntu,tentu
tny,tanya
tnya,tanya
tnyaen,tanyakan
tnye,tanya
tnykan,tanyakan
tnyt,ternyata
to,untuk
today,hari ini
tohh,toh
tokayyy,tahi
toketnya,teteknya
tolernsi,toleransi
toloollll,tolol
tongolin,menongol
tonight,malam ini
tot,entot
tp,tetapi
tpi,tapi
tpii,tapi
tpt,tepat
tpy,tapi
tq,terimakasih
trasa,terasa
trbaik,terbaik
trbaikk,terbaik
trbang,terbang
trbaru,terbaru
trbng,terbang
trbntuk,terbentuk
trbnyk,terbanyak
trbuat,terbuat
trbukti,terbukti
trcela,tercela
tresno,suka
trf,tarif
trganggu,terganggu
trget,target
trgntung,tergantung
trguling,terguling
trhambat,terhambat
trhormat,terhormat
trhrmat,terhormat
trhtung,terhitung
triak,teriak
trima,terima
trims,terima kasih
trjadi,terjadi
trjd,terjadi
trjual,terjual
trkait,terkait
trkenal,terkenal
trkhir,terakhir
trknal,terkenal
trkrim,terkirim
trktir,traktir
trlalu,terlalu
trlanjur,terlanjur
trlihat,terlihat
trll,terlalu
trllu,terlalu
trlu,terlalu
trm,terima
trmanis,termanis
trmasuk,termasuk
trminal,terminal
trminat,terminat
trmksi,terimakasih
trmsk,termasuk
trmsuk,termasuk
trnsaksi,transaksi
trnsksi,transaksi
trnyata,ternyata
trnyt,ternyata
troma,trauma
trpsah,terpisah
trptong,terpotong
trpuji,terpuji
trrharu,terharu
trs,terus
trsa,terasa
trserah,terserah
trserh,terserah
trsrh,terserah
trtentu,tertentu
trun,turun
trus,terus
trusan.a,terusannya
trusss,terus
trussss,terus
trust,terpercaya
trutama,terutama
truth,kebenaran
try,mencoba
trz,terus
tsb,tersebut
ttap,tetap
ttapi,tetapi
ttd,tanda tangan
tteh,teteh
ttep,tetap
ttg,tentang
tth,teteh
ttinggi,tinggi
ttng,tentang
ttp,tetap
ttpi,tetapi
ttwa,tertawa
tu,itu
tua2,tua-tua
tuany,tuanya
tuch,tuh
tuhanny,tuhannya
tuhh,tuh
tuhhh,tuh
tuiter,twitter
tuiteran,twitteran
tuiterku,twitterku
tuk,untuk
tukan,tukang
tuker,tukar
tukeran,bertukar
tukoke,belikan
tukokne,belikan
tukokno,belikan
tukr,tukar
tuku,beli
tukuen,beli saja
tullus,tulus
tumpe2,tumpah-tumpah
tunggu2,tunggu-tunggu
tungu,tunggu
tungulah,tunggulah
tunjukan,tunjukkan
tunjukin,tunjukkan
turu,tidur
tutorialx,tutorialnya
tutupin,menutupi
tuu,tuh
tuuh,tuh
tuuu,itu
tuuuuh,tuh
tuwanya,tuanya
tuwek,tua
tv,televisi
tw,tau
twet,tweet
twit,tweet
twiter,twitter
twiteran,twitteran
tx,tak
u,kamu
u/,untuk
uaaasssiiiik,asik
ubur2,ubur-ubur
ucapin,mengucapkan
ucul,lucu
ucull,lucu
ucullllll,lucu
ud,sudah
uda,sudah
udah,sudah
udah2,sudah-sudah
udahh,sudah
udahlah,sudahlah
Ude,sudah
udeh,sudah
udehh,sudah
udh,sudah
uga,tidak
ugaaa,juga
ugak,tidak
ugha,juga
ughaa,juga
uhh,uh
uhhh,uh
uih,uh
uitnya,duitnya
ujan,hujan
ujg,ujung
ujung2,ujung-ujung
ujunggg,ujung
uke,oke
ulan,ulang
ulngn,ulangan
ultah,ulang tahun
ultahe,ultahnya
ulth,ulang tahun
ultha,ultah
uncle,paman
undangan2,undangan-undangan
ungkapin,ungkapkan
ungkit2,ungkit-ungkit
univ,universitas
untk,untuk
unyu,lucu
unyu2,unyu-unyu
unyukan,lucukan
unyuu,unyu
unyuuk,unyu
urat2nya,urat-uratnya
ursan,urusan
urusanny,urusannya
urusin,mengurusi
urusn,urusan
usa,usah
usahh,usah
ush,usah
ustzah,ustazah
utamain,utamakan
utk,untuk
utkmu,untukmu
uuh,uh
uuhh,uh
uuhhh,uh
uuuuuaaaaaaaaaappppppppppiiiiiiiiiiiiiiiiiikkkkkkkkkkkkkkkk,apik
uwahhhhh,wah
uwakk,uwak
uwee,gue
uztad,ustad
vacation,liburan
vidio,video
w,saya
waaa,wah
waaaaw,wow
waaahhh,wah
waaaww,wow
waaawwww,wow
waah,wah
wadaaw,waduh
wadh,aduh
wado,waduh
wadoh,aduh
wadon,perempuan
wadu,aduh
waduh,aduh
waduhh,waduh
waduhhh,waduh
waduuuuh,waduh
wae,saja
wagub,wakil gubernur
wahh,wah
wahhh,wah
wahhhhhh,wah
wait,tunggu
wajarrr,wajar
wajiiib,wajib
waktunyaaa,waktunya
walaupn,walaupun
walik,balik
wanitah,wanita
wanjerrr,anjir
wanjiir,anjir
want,ingin
waoohhh,wah
warbiyasah,luar biasa
wareg,kenyang
warkop,warung kopi
warnaaa,warna
warnany,warnanya
warteg,warung tegal
wat,untuk
waw,wow
waww,wow
wawwwww,wow
wdooohhh,waduh
web,situs
website,situs
wedok,perempuan
weeeh,wih
week,wig
wekday,weekday
wekeend,akhir pekan
wekend,akhir pekan
wenak,enak
wenakk,enak
wes,sudah
wewww,wow
what,apa
when,kapan
where,dimana
while,ketika
why,kenapa
widihh,idih
wihh,wih
wihhh,wih
wihhhhhh,wih
wiih,wih
wiiiihhhh,wih
wiiiihhhhhhhhh,wih
wik,wig
win,menang
wis,sudah
wjh,wajah
wk,waktu
wkt,waktu
wktu,waktu
wktuny,waktunya
wktunya,waktunya
wlau,walau
wlaupun,walaupun
wlawpun,walaupun
wlo,walau
wlwpun,walaupun
wnita,wanita
woey,woy
woles,selow
woman,wanita
women,wanita
wong2,wong-wong
wonten,ada
Wontene,yang ada
woooiiiii,woy
woooiiiiiiii,woy
wooow,wow
wooowww,wow
woooyy,woy
woow,wow
woowwww,wow
words,kata
work,bekerja
world,dunia
wota2,wota-wota
wouww,wow
wowoooww,wow
woww,wow
wowww,wow
wowwww,wow
wowwwww,wow
woyyy,woy
wrn,warna
wrna,warna
wtf,bangsat
wuastagah,astaga
Wuedan,edan
x,kali
xlian,kalian
y,nya
yaa,ya
yaaa,ya
yaaa ,ya
yaaaa,ya
yaaaaaa,ya
yaaah,ya
yaaampunnn,ya ampun
yaaang,yang
yaah,ya
yaahh,ya
yaahhh,ya
yaak,ya
yaakk,ya
yaakkk,ya
yaampuuuunnnn,ya ampun
yaang,yang
yach,ya
yachhh,ya
yaelahhh,alah
yah,ya
yahbh,ya
yahh,ya
yahhh,ya
yahhhh,ya
yak,ya
yakaliiiii,yakali
